#CNN,Input_shape,Power,Memory,Latency,Input_width,Input_size,nb_conv_params,nb_bn_params,nb_fc_params,FLOPs,nb_layers,nb_conv_layers,nb_bn_layers,nb_fc_layers,sum_activations,weighted_sum_neurons
DenseNet-169,"(480, 480, 3)",6555,2853,42.35137489,480,691200,12326080,316800,1665000,30884142667,597,168,169,1,275841748,15421875200
DenseNet-169,"(568, 568, 3)",7920,2871,55.71431533,568,967872,12326080,316800,1665000,42571437387,597,168,169,1,379745524,21263192064
DenseNet-169,"(600, 600, 3)",8301,2886.5,60.68058465,600,1080000,12326080,316800,1665000,47538564811,597,168,169,1,424114164,23745785856
DenseNet-169,"(800, 800, 3)",11257,2927,101.77743805,800,1920000,12326080,316800,1665000,85732910667,597,168,169,1,766134228,42835584000
DenseNet-169,"(896, 896, 3)",12015.5,2968,122.11001079,896,2408448,12326080,316800,1665000,107535295947,597,168,169,1,961020372,53732533248
DenseNet-169,"(1024, 1024, 3)",13376,3064.5,150.84013267,1024,3145728,12326080,316800,1665000,140444556747,597,168,169,1,1255185364,70180758528
DenseNet-201,"(32, 32, 3)",2137,3196,19.66484667,32,3072,17863872,458112,1921000,219121067,709,200,201,1,1585108,89459712
DenseNet-201,"(56, 56, 3)",2289,3197,19.71897588,56,9408,17863872,458112,1921000,489741483,709,200,201,1,3968756,224720896
DenseNet-201,"(64, 64, 3)",2289,3200,20.02977554,64,12288,17863872,458112,1921000,744523307,709,200,201,1,6320084,352078848
DenseNet-201,"(75, 75, 3)",2289,3200,20.158608,75,16875,17863872,458112,1921000,864422507,709,200,201,1,7368406,411993856
DenseNet-201,"(112, 112, 3)",2594,3201,20.9311605,112,37632,17863872,458112,1921000,2144633259,709,200,201,1,18838420,1051917312
DenseNet-201,"(128, 128, 3)",2594,3202,21.14125874,128,49152,17863872,458112,1921000,2846132267,709,200,201,1,25249492,1402555392
DenseNet-201,"(150, 150, 3)",2747,3212,22.16976064,150,67500,17863872,458112,1921000,3725233323,709,200,201,1,32969604,1841949376
DenseNet-201,"(224, 224, 3)",3661,3225,26.64805016,224,150528,17863872,458112,1921000,8625556907,709,200,201,1,77292244,4291365888
DenseNet-201,"(240, 240, 3)",3890,3215.5,27.76713475,240,172800,17863872,458112,1921000,9795460523,709,200,201,1,87617940,4876139520
DenseNet-201,"(256, 256, 3)",3966,3225,27.81214136,256,196608,17863872,458112,1921000,11252568107,709,200,201,1,100946132,5604461568
DenseNet-201,"(299, 299, 3)",4727,3228,33.43958031,299,268203,17863872,458112,1921000,14736754155,709,200,201,1,132178518,7345944320
DenseNet-201,"(320, 320, 3)",5185,3228,35.97540569,320,307200,17863872,458112,1921000,17557394987,709,200,201,1,157713364,8755891200
DenseNet-201,"(331, 331, 3)",5185,3230,36.81321258,331,328683,17863872,458112,1921000,18119588459,709,200,201,1,162621142,9036826368
DenseNet-201,"(448, 448, 3)",7009,3254.5,51.66578978,448,602112,17863872,458112,1921000,34370266667,709,200,201,1,309085652,17159703552
DenseNet-201,"(480, 480, 3)",7466,3267,55.38774987,480,691200,17863872,458112,1921000,39449154987,709,200,201,1,354811604,19698355200
DenseNet-201,"(568, 568, 3)",8983,3292,72.81459907,568,967872,17863872,458112,1921000,54188739755,709,200,201,1,486794996,27065776128
DenseNet-201,"(600, 600, 3)",9287,3298,79.05844247,600,1080000,17863872,458112,1921000,60522206507,709,200,201,1,543773428,30231517184
DenseNet-201,"(800, 800, 3)",12317,3341,133.44534636,800,1920000,17863872,458112,1921000,109502786987,709,200,201,1,985494484,54714240000
DenseNet-201,"(896, 896, 3)",12925,3394,160.12712169,896,2408448,17863872,458112,1921000,137349105707,709,200,201,1,1236185812,68633054208
DenseNet-201,"(1024, 1024, 3)",14433,3483.5,196.28532686,1024,3145728,17863872,458112,1921000,179381284907,709,200,201,1,1614585044,89642585088
DenseNet-264,"(32, 32, 3)",2594,4155,32.78087745,32,3072,30250176,797056,2689000,357874456,930,264,265,1,1585108,120013824
DenseNet-264,"(56, 56, 3)",2670.5,4150,33.16498072,56,9408,30250176,797056,2689000,686494232,930,264,265,1,3968756,284274688
DenseNet-264,"(128, 128, 3)",3052,4152,34.6795734,128,49152,30250176,797056,2689000,3959155561,930,264,265,1,25249492,2565341184
DenseNet-264,"(150, 150, 3)",3356,4155.5,36.17626901,150,67500,30250176,797056,2689000,5035454441,930,264,265,1,32969604,3103334080
DenseNet-264,"(224, 224, 3)",4424,4168,41.84463577,224,150528,30250176,797056,2689000,11881973992,930,264,265,1,77292244,12202853376
DenseNet-264,"(240, 240, 3)",4651,4173,42.24621909,240,172800,30250176,797056,2689000,13388273896,930,264,265,1,87617940,12955825152
DenseNet-264,"(256, 256, 3)",4727,4167,42.77711472,256,196608,30250176,797056,2689000,15483255097,930,264,265,1,100946132,18518900736
DenseNet-264,"(299, 299, 3)",5640,4173,51.15644365,299,268203,30250176,797056,2689000,20071613704,930,264,265,1,132178518,27392667392
DenseNet-264,"(320, 320, 3)",6250,4183.5,54.3678964,320,307200,30250176,797056,2689000,24126329749,930,264,265,1,157713364,38612582400
DenseNet-264,"(331, 331, 3)",6250,4179,56.14141132,331,328683,30250176,797056,2689000,24688523221,930,264,265,1,162621142,38893517568
DenseNet-264,"(448, 448, 3)",8072,4203,74.86470154,448,602112,30250176,797056,2689000,47174528821,930,264,265,1,309085652,126258069504
DenseNet-264,"(480, 480, 3)",8682,4217,79.55438342,480,691200,30250176,797056,2689000,54137005624,930,264,265,1,354811604,162478310400
DenseNet-264,"(568, 568, 3)",10196,4230,103.99376588,568,967872,30250176,797056,2689000,73833866488,930,264,265,1,486794996,260576686080
DenseNet-264,"(600, 600, 3)",10805,4251,112.84718407,600,1080000,30250176,797056,2689000,82487029173,930,264,265,1,543773428,322479180800
DenseNet-264,"(800, 800, 3)",13680,4280,189.95702473,800,1920000,30250176,797056,2689000,150171168424,930,264,265,1,985494484,1123328640000
DenseNet-264,"(896, 896, 3)",14212,4326.5,226.32802854,896,2408448,30250176,797056,2689000,188344748137,930,264,265,1,1236185812,1744178774016
DenseNet-264,"(1024, 1024, 3)",15642,4433,274.20103195,1024,3145728,30250176,797056,2689000,245965245817,930,264,265,1,1614585044,2938713931776
DPN-92,"(32, 32, 3)",2594,4532,28.36909272,32,3072,34854176,227456,2688000,415920486,2370,1025,95,1,1923176,144315904
DPN-92,"(56, 56, 3)",2594,4590,29.14785282,56,9408,34854176,227456,2688000,1140751590,2370,1025,95,1,6692648,527883136
DPN-92,"(64, 64, 3)",2594,4595,29.48592721,64,12288,34854176,227456,2688000,1212344550,2370,1025,95,1,7657448,569199616
DPN-92,"(75, 75, 3)",2747,4568,31.58805727,75,16875,34854176,227456,2688000,1859425638,2370,1025,95,1,11738099,914585824
DPN-92,"(112, 112, 3)",3052,4258.5,33.29800202,112,37632,34854176,227456,2688000,3499450086,2370,1025,95,1,23674376,1791842944
DPN-92,"(128, 128, 3)",3052,4257,33.90222335,128,49152,34854176,227456,2688000,4398040806,2370,1025,95,1,30594536,2268734464
DPN-92,"(150, 150, 3)",3509,4222,37.63908697,150,67500,34854176,227456,2688000,6598330086,2370,1025,95,1,45258068,3434542144
DPN-92,"(224, 224, 3)",4575,4232,47.77461831,224,150528,34854176,227456,2688000,13158705510,2370,1025,95,1,93671528,6942455296
DPN-92,"(240, 240, 3)",4880,4558,51.34415278,240,172800,34854176,227456,2688000,15283738342,2370,1025,95,1,108041224,8081298048
DPN-92,"(256, 256, 3)",4880,4567,52.72501882,256,196608,34854176,227456,2688000,17140825830,2370,1025,95,1,122342888,9066873856
DPN-92,"(299, 299, 3)",5640,4173,63.62624363,299,268203,34854176,227456,2688000,24279009510,2370,1025,95,1,171606451,12875099872
DPN-92,"(320, 320, 3)",5945,4554,66.41572423,320,307200,34854176,227456,2688000,26697914598,2370,1025,95,1,191154152,14165478400
DPN-92,"(331, 331, 3)",6250,4499,67.66723591,331,328683,34854176,227456,2688000,29605604710,2370,1025,95,1,209736179,15716767968
DPN-92,"(448, 448, 3)",9287,4528,99.92930345,448,602112,34854176,227456,2688000,52183484646,2370,1025,95,1,374650856,27761757184
DPN-92,"(480, 480, 3)",10120,4218.5,104.69236293,480,691200,34854176,227456,2688000,59882250598,2370,1025,95,1,430082152,31868966400
DPN-92,"(568, 568, 3)",12170,4549.5,141.37156215,568,967872,34854176,227456,2688000,85481725158,2370,1025,95,1,610115368,45496245120
DPN-92,"(600, 600, 3)",12469,4626,151.37246701,600,1080000,34854176,227456,2688000,95266105702,2370,1025,95,1,680323496,50714442112
DPN-92,"(800, 800, 3)",15642,4744,239.16442389,800,1920000,34854176,227456,2688000,166072125798,2370,1025,95,1,1194651752,88520128000
DPN-92,"(896, 896, 3)",16850,4734,297.35739043,896,2408448,34854176,227456,2688000,208282601190,2370,1025,95,1,1498568168,111038964736
DPN-92,"(1024, 1024, 3)",18209,4785,376.69128549,1024,3145728,34854176,227456,2688000,271996526310,2370,1025,95,1,1957309928,145029661696
DPN-98,"(32, 32, 3)",3204,6319,47.44438896,32,3072,58716832,296640,2688000,722484678,3038,1349,101,1,2551272,248841216
DPN-98,"(56, 56, 3)",3356,6311,49.30983697,56,9408,58716832,296640,2688000,2009025222,3038,1349,101,1,8800872,910731264
DPN-98,"(64, 64, 3)",3356,6322,49.52418486,64,12288,58716832,296640,2688000,2152017222,3038,1349,101,1,10169832,987300864
DPN-98,"(75, 75, 3)",3356,6349,51.45613688,75,16875,58716832,296640,2688000,3297744678,3038,1349,101,1,15595763,1579166720
DPN-98,"(112, 112, 3)",3966,6273,55.0484642,112,37632,58716832,296640,2688000,6232011078,3038,1349,101,1,31406952,3096923136
DPN-98,"(128, 128, 3)",3966,6354,57.00293367,128,49152,58716832,296640,2688000,7870147398,3038,1349,101,1,40644072,3941139456
DPN-98,"(150, 150, 3)",4575,6263,66.84759636,150,67500,58716832,296640,2688000,11782704006,3038,1349,101,1,59895156,5955306528
DPN-98,"(224, 224, 3)",6097,6261,84.33618275,224,150528,58716832,296640,2688000,23595005382,3038,1349,101,1,124448232,12064195584
DPN-98,"(240, 240, 3)",5945,6211.5,85.40845384,240,172800,58716832,296640,2688000,27357186374,3038,1349,101,1,143450984,14011780096
DPN-98,"(256, 256, 3)",6097,6265,87.65688811,256,196608,58716832,296640,2688000,30742668102,3038,1349,101,1,162541032,15756493824
DPN-98,"(299, 299, 3)",7466,6335,102.54437345,299,268203,58716832,296640,2688000,43500351654,3038,1349,101,1,228019891,22346353664
DPN-98,"(320, 320, 3)",8377,6342,110.51482262,320,307200,58716832,296640,2688000,47897058630,3038,1349,101,1,253963752,24618009600
DPN-98,"(331, 331, 3)",8529,6271,113.04886555,331,328683,58716832,296640,2688000,53055668006,3038,1349,101,1,278682355,27282320384
DPN-98,"(448, 448, 3)",11865,6270.5,161.99207664,448,602112,58716832,296640,2688000,93642100038,3038,1349,101,1,497757672,48248718336
DPN-98,"(480, 480, 3)",12621,6373.5,176.8765785,480,691200,58716832,296640,2688000,107460914630,3038,1349,101,1,571403752,55387161600
DPN-98,"(568, 568, 3)",14737,6401,229.25616528,568,967872,58716832,296640,2688000,153272298182,3038,1349,101,1,809765480,79026366464
DPN-98,"(600, 600, 3)",15345,6400,247.03821247,600,1080000,58716832,296640,2688000,170826937158,3038,1349,101,1,902997608,88093198336
DPN-98,"(800, 800, 3)",18512,6478,395.43192893,800,1920000,58716832,296640,2688000,298065253830,3038,1349,101,1,1587211752,153848448000
DPN-98,"(896, 896, 3)",19419,6526,484.31411102,896,2408448,58716832,296640,2688000,373830478662,3038,1349,101,1,1990995432,192986809344
DPN-98,"(1024, 1024, 3)",20923,6519,592.28892158,1024,3145728,58716832,296640,2688000,488193082182,3038,1349,101,1,2600480232,252063581184
DPN-107,"(32, 32, 3)",3661,8244,67.09209082,32,3072,84014976,352480,2688000,1094301468,4020,1825,110,1,3443432,381119488
DPN-107,"(56, 56, 3)",3814,8246.5,69.81314526,56,9408,84014976,352480,2688000,3074150556,4020,1825,110,1,11708072,1380650752
DPN-107,"(64, 64, 3)",3814,8248,71.18606482,64,12288,84014976,352480,2688000,3335523996,4020,1825,110,1,13738472,1516413952
DPN-107,"(75, 75, 3)",3966,8264,72.79058528,75,16875,84014976,352480,2688000,5098430364,4020,1825,110,1,20981571,2405986496
DPN-107,"(112, 112, 3)",4727,8258,82.70241935,112,37632,84014976,352480,2688000,9689552028,4020,1825,110,1,42359912,4732346368
DPN-107,"(128, 128, 3)",4651,8247,82.86528553,128,49152,84014976,352480,2688000,12300414108,4020,1825,110,1,54918632,6057591808
DPN-107,"(150, 150, 3)",5032,8211,94.08651697,150,67500,84014976,352480,2688000,18338828316,4020,1825,110,1,80464916,9107649664
DPN-107,"(224, 224, 3)",6857,8224,121.52554747,224,150528,84014976,352480,2688000,36953861916,4020,1825,110,1,168164072,18545830912
DPN-107,"(240, 240, 3)",7162,8237,123.62054096,240,172800,84014976,352480,2688000,42764192924,4020,1825,110,1,193684584,21483462656
DPN-107,"(256, 256, 3)",7314,8235.5,126.30829805,256,196608,84014976,352480,2688000,48159974556,4020,1825,110,1,219639272,24222303232
DPN-107,"(299, 299, 3)",9139,8237,149.19865681,299,268203,84014976,352480,2688000,68042488604,4020,1825,110,1,307795203,34281186496
DPN-107,"(320, 320, 3)",9896,8244,164.64392227,320,307200,84014976,352480,2688000,75054644892,4020,1825,110,1,343179752,37845836800
DPN-107,"(331, 331, 3)",10349,8241,164.91709971,331,328683,84014976,352480,2688000,83011090332,4020,1825,110,1,376222019,41862238400
DPN-107,"(448, 448, 3)",13837,8261,239.07068694,448,602112,84014976,352480,2688000,146773765788,4020,1825,110,1,672621032,74175259648
DPN-107,"(480, 480, 3)",14592,8275.5,264.2005576,480,691200,84014976,352480,2688000,168438916892,4020,1825,110,1,772139752,85149772800
DPN-107,"(568, 568, 3)",16705,8302,341.38694251,568,967872,84014976,352480,2688000,239907500188,4020,1825,110,1,1092519592,121320214272
DPN-107,"(600, 600, 3)",17306,8304,368.44551024,600,1080000,84014976,352480,2688000,267409845532,4020,1825,110,1,1218408872,135249772288
DPN-107,"(800, 800, 3)",20325,8419,582.6967578,800,1920000,84014976,352480,2688000,467268587292,4020,1825,110,1,2144811752,236522368000
DPN-107,"(896, 896, 3)",20931,8472.5,736.78204949,896,2408448,84014976,352480,2688000,586053381276,4020,1825,110,1,2690448872,296692974592
DPN-137,"(64, 64, 3)",3509,7717,65.01588172,64,12288,76342144,383360,2688000,2931922310,4072,1811,134,1,13553128,1335362560
DPN-137,"(75, 75, 3)",3661,7684,65.66426786,75,16875,76342144,383360,2688000,4468833926,4072,1811,134,1,20746131,2117861376
DPN-137,"(112, 112, 3)",4272,7647,71.82671055,112,37632,76342144,383360,2688000,8479280006,4072,1811,134,1,41768296,4162862080
DPN-137,"(128, 128, 3)",4272,7723,73.79038859,128,49152,76342144,383360,2688000,10777965446,4072,1811,134,1,54177256,5333386240
DPN-137,"(150, 150, 3)",5185,7687,89.83310294,150,67500,76342144,383360,2688000,16167020294,4072,1811,134,1,79985428,8072833408
DPN-137,"(224, 224, 3)",6555,7698,103.11886012,224,150528,76342144,383360,2688000,32354584070,4072,1811,134,1,165893608,16327951360
DPN-137,"(240, 240, 3)",6402,7698,111.26319525,240,172800,76342144,383360,2688000,37411521414,4072,1811,134,1,191028584,18906397696
DPN-137,"(256, 256, 3)",6555,7701,113.98535133,256,196608,76342144,383360,2688000,42162137990,4072,1811,134,1,216673768,21325480960
DPN-137,"(299, 299, 3)",8072,7626,133.34269057,299,268203,76342144,383360,2688000,59543374342,4072,1811,134,1,303828819,30179549184
DPN-137,"(320, 320, 3)",9287,7662,149.55939739,320,307200,76342144,383360,2688000,65700267398,4072,1811,134,1,338546152,33319552000
DPN-137,"(331, 331, 3)",9439,7687,151.74607638,331,328683,76342144,383360,2688000,72641861254,4072,1811,134,1,371351955,36853710848
DPN-137,"(448, 448, 3)",13077,6862,208.65295439,448,602112,76342144,383360,2688000,128468612486,4072,1811,134,1,663539176,65303741440
DPN-137,"(480, 480, 3)",13832,7666,236.34751669,480,691200,76342144,383360,2688000,147429883398,4072,1811,134,1,761714152,74965632000
DPN-137,"(568, 568, 3)",15801,7778,306.70261843,568,967872,76342144,383360,2688000,210363824006,4072,1811,134,1,1079996072,107009819648
DPN-137,"(600, 600, 3)",16554,7782,331.85061187,600,1080000,76342144,383360,2688000,234455319558,4072,1811,134,1,1204310184,119284499456
DPN-137,"(800, 800, 3)",19718,6885,520.85920278,800,1920000,76342144,383360,2688000,408964654598,4072,1811,134,1,2115851752,208233088000
DPN-137,"(896, 896, 3)",20476,6893,650.25162627,896,2408448,76342144,383360,2688000,512924726150,4072,1811,134,1,2654121448,261206901760
Inception-v1,"(224, 224, 3)",2365.5,2218,7.26850826,224,150528,6611369,21840,0,3022626453,199,58,57,0,12487115,1865841152
Inception-v1,"(240, 240, 3)",2365.5,2223,7.4831517,240,172800,6611369,21840,0,3510035591,199,58,57,0,14436028,2173878656
Inception-v1,"(256, 256, 3)",2594,2220,7.62438574,256,196608,6611369,21840,0,3949549623,199,58,57,0,16323308,2439778304
Inception-v1,"(299, 299, 3)",2976,2186,9.85546547,299,268203,6611369,21840,0,5585275087,199,58,57,0,22929451,3464628352
Inception-v1,"(320, 320, 3)",3051.5,2191,10.22003034,320,307200,6611369,21840,0,6184299711,199,58,57,0,25554416,3822147584
Inception-v1,"(331, 331, 3)",3205,2192,10.77486945,331,328683,6611369,21840,0,6831507061,199,58,57,0,28054286,4236313728
Inception-v1,"(448, 448, 3)",3966,2219,14.91578826,448,602112,6611369,21840,0,12177414879,199,58,57,0,50251520,7524866048
Inception-v1,"(480, 480, 3)",4042.5,2230.5,16.15329189,480,691200,6611369,21840,0,13993113461,199,58,57,0,57724731,8645958144
Inception-v1,"(568, 568, 3)",5032,2260.5,22.84625367,568,967872,6611369,21840,0,19885302591,199,58,57,0,81689952,12304336384
Inception-v1,"(600, 600, 3)",5261,2268,24.16981008,600,1080000,6611369,21840,0,22191154565,199,58,57,0,91153523,13728360448
Inception-v1,"(800, 800, 3)",7314,2372,39.27288081,800,1920000,6611369,21840,0,39133334661,199,58,57,0,161033411,24155953664
Inception-v1,"(896, 896, 3)",8076,2414,45.90352358,896,2408448,6611369,21840,0,49151275383,199,58,57,0,202157708,30333169664
Inception-v1,"(1024, 1024, 3)",9139,2481.5,55.74415523,1024,3145728,6611369,21840,0,64286080503,199,58,57,0,264264140,39663767552
Inception-v3,"(75, 75, 3)",2289,3441,15.00300901,75,16875,21751136,51648,2049000,455628875,313,94,94,1,1364179,317677152
Inception-v3,"(112, 112, 3)",2442,3442,15.53137397,112,37632,21751136,51648,2049000,1126834187,313,94,94,1,3403576,857875296
Inception-v3,"(128, 128, 3)",2594,3443.5,15.93264184,128,49152,21751136,51648,2049000,1516266859,313,94,94,1,4621944,1191988576
Inception-v3,"(150, 150, 3)",2594,3445,16.40061718,150,67500,21751136,51648,2049000,2189719275,313,94,94,1,6635844,1693772160
Inception-v3,"(224, 224, 3)",3205,3451,18.21672152,224,150528,21751136,51648,2049000,5735759851,313,94,94,1,16735608,4686551392
Inception-v3,"(240, 240, 3)",3585,3454,19.52805137,240,172800,21751136,51648,2049000,6848925195,313,94,94,1,19689784,5568115552
Inception-v3,"(256, 256, 3)",3661,3459,20.78718474,256,196608,21751136,51648,2049000,7763451243,313,94,94,1,22468728,6368157024
Inception-v3,"(299, 299, 3)",4272,3367,23.69516795,299,268203,21751136,51648,2049000,11498653259,313,94,94,1,32554387,9436082784
Inception-v3,"(320, 320, 3)",4423,3375,25.1749865,320,307200,21751136,51648,2049000,12750624619,313,94,94,1,36477816,10506495328
Inception-v3,"(331, 331, 3)",4728,3382,26.06761193,331,328683,21751136,51648,2049000,14318615627,313,94,94,1,40400595,11772214880
Inception-v3,"(448, 448, 3)",6250,3404,38.91307385,448,602112,21751136,51648,2049000,26452133739,313,94,94,1,74667384,21883680096
Inception-v3,"(480, 480, 3)",6707,3406,40.9619643,480,691200,21751136,51648,2049000,30654003179,313,94,94,1,86333816,25373915488
Inception-v3,"(568, 568, 3)",7466,3426,52.2618083,568,967872,21751136,51648,2049000,43422013547,313,94,94,1,122000872,35678920800
Inception-v3,"(600, 600, 3)",8228,3440,56.27261181,600,1080000,21751136,51648,2049000,48765785963,313,94,94,1,136799336,40100734048
Inception-v3,"(800, 800, 3)",10349,3561,73.61796573,800,1920000,21751136,51648,2049000,89755525099,313,94,94,1,249617016,74486931808
Inception-v3,"(896, 896, 3)",11414,3608,88.21942801,896,2408448,21751136,51648,2049000,113542620523,313,94,94,1,315130488,94259162464
Inception-v3,"(1024, 1024, 3)",12930,3699.5,110.27951533,1024,3145728,21751136,51648,2049000,149607103851,313,94,94,1,414348408,124239396192
Xception,"(32, 32, 3)",2289,3314.5,8.87296594,32,3072,20752424,109056,2049000,226336347,134,40,40,1,620424,431636064
Xception,"(56, 56, 3)",2365.5,3315,9.27428875,56,9408,20752424,109056,2049000,722219211,134,40,40,1,2285184,1671217248
Xception,"(64, 64, 3)",2365.5,3314.5,9.32411882,64,12288,20752424,109056,2049000,777110043,134,40,40,1,2671368,1743482720
Xception,"(75, 75, 3)",2365.5,3355,9.57626755,75,16875,20752424,109056,2049000,1173266907,134,40,40,1,3977579,2725318176
Xception,"(112, 112, 3)",2747,3358,11.1366788,112,37632,20752424,109056,2049000,2348166507,134,40,40,1,8509224,5453905184
Xception,"(128, 128, 3)",2747,3356,11.43139635,128,49152,20752424,109056,2049000,3004571931,134,40,40,1,11102472,7017007968
Xception,"(150, 150, 3)",3204,3358,12.83068399,150,67500,20752424,109056,2049000,3902491179,134,40,40,1,14718004,9055059264
Xception,"(224, 224, 3)",3890,3367,18.35683534,224,150528,20752424,109056,2049000,9160551003,134,40,40,1,34572168,21551875680
Xception,"(240, 240, 3)",3966,3377,19.0701716,240,172800,20752424,109056,2049000,10600084587,134,40,40,1,39861544,24926003488
Xception,"(256, 256, 3)",4119,3376,19.78911076,256,196608,20752424,109056,2049000,11963153691,134,40,40,1,45281544,28163386208
Xception,"(299, 299, 3)",5032,3385,26.7719117,299,268203,20752424,109056,2049000,16777023579,134,40,40,1,62981867,39687511584
Xception,"(320, 320, 3)",5795,3388,30.00705793,320,307200,20752424,109056,2049000,18694273563,134,40,40,1,71029512,44036239200
Xception,"(331, 331, 3)",5642,3383,33.07957681,331,328683,20752424,109056,2049000,20507351003,134,40,40,1,77183339,48500934176
Xception,"(448, 448, 3)",7771,3414,49.51229132,448,602112,20752424,109056,2049000,36660171291,134,40,40,1,139842312,86381272928
Xception,"(480, 480, 3)",8529,3417,54.27300302,480,691200,20752424,109056,2049000,42089907803,134,40,40,1,160653192,99175724640
Xception,"(568, 568, 3)",10201,3451,74.51554867,568,967872,20752424,109056,2049000,60081662155,134,40,40,1,227820160,142141931616
Xception,"(600, 600, 3)",10805,3450,80.43095514,600,1080000,20752424,109056,2049000,66981718411,134,40,40,1,254182208,158429208416
Xception,"(800, 800, 3)",14288,3415.5,132.73754793,800,1920000,20752424,109056,2049000,117029038683,134,40,40,1,448130952,275700493920
Xception,"(896, 896, 3)",15504,3455,165.53980244,896,2408448,20752424,109056,2049000,146829222171,134,40,40,1,562514184,345881832288
Xception,"(1024, 1024, 3)",17161,3520,211.1178578,1024,3145728,20752424,109056,2049000,191817067803,134,40,40,1,735228168,451822832480
InceptionResNetV2,"(75, 75, 3)",3204,5673.5,32.12690017,75,16875,54245920,90816,1537000,982770237,782,244,204,1,2977299,509728352
InceptionResNetV2,"(112, 112, 3)",3204,5674,33.26918984,112,37632,54245920,90816,1537000,2474721021,782,244,204,1,7737112,1389220704
InceptionResNetV2,"(128, 128, 3)",3509,5680.5,34.56065541,128,49152,54245920,90816,1537000,3367197629,782,244,204,1,10662968,1931371872
InceptionResNetV2,"(150, 150, 3)",3661,5712,35.34224663,150,67500,54245920,90816,1537000,4851524989,782,244,204,1,15496900,2770123136
InceptionResNetV2,"(224, 224, 3)",4803.5,5721,41.06536597,224,150528,54245920,90816,1537000,13071050429,782,244,204,1,40731416,7691000160
InceptionResNetV2,"(240, 240, 3)",5337,5726.5,45.30017419,240,172800,54245920,90816,1537000,15620596477,782,244,204,1,48234264,9165202272
InceptionResNetV2,"(256, 256, 3)",5337,5731,47.8789988,256,196608,54245920,90816,1537000,17755022269,782,244,204,1,55115320,10469340512
InceptionResNetV2,"(299, 299, 3)",6402,5624,54.14228808,299,268203,54245920,90816,1537000,26466698301,782,244,204,1,81201907,15591178848
InceptionResNetV2,"(320, 320, 3)",6555,5629,56.68020176,320,307200,54245920,90816,1537000,29296997309,782,244,204,1,90424760,17313717600
InceptionResNetV2,"(331, 331, 3)",7012,5696,58.23060308,331,328683,54245920,90816,1537000,33005967933,782,244,204,1,101099027,19462600288
InceptionResNetV2,"(448, 448, 3)",9291,5725,85.90714635,448,602112,54245920,90816,1537000,61077072829,782,244,204,1,187210168,36153257312
InceptionResNetV2,"(480, 480, 3)",9596,5728,92.51240493,480,691200,54245920,90816,1537000,70833784509,782,244,204,1,216857880,41936222560
InceptionResNetV2,"(568, 568, 3)",10962,5757,117.80261391,568,967872,54245920,90816,1537000,100083201789,782,244,204,1,306442632,59052099680
InceptionResNetV2,"(600, 600, 3)",11870,5765,126.04102741,600,1080000,54245920,90816,1537000,112479334653,782,244,204,1,344077800,66385048672
InceptionResNetV2,"(800, 800, 3)",14744,5843,184.86845065,800,1920000,54245920,90816,1537000,208258142909,782,244,204,1,633264920,123373642080
InceptionResNetV2,"(896, 896, 3)",16257,5922,224.3611174,896,2408448,54245920,90816,1537000,263616654269,782,244,204,1,800707640,156174894432
InceptionResNetV2,"(1024, 1024, 3)",17920,5970,287.30580202,1024,3145728,54245920,90816,1537000,347573482429,782,244,204,1,1054492216,205919147360
MobileNet0.25-v1,"(224, 224, 3)",1374,1724,0.975275532110092,224,150528,464600,10944,0,83021333,93,28,27,0,4479083,304021504
MobileNet0.25-v1,"(240, 240, 3)",1527,1723,1.06315442201835,240,172800,464600,10944,0,93611669,93,28,27,0,5120523,342908416
MobileNet0.25-v1,"(256, 256, 3)",1527,1725,1.13210411009174,256,196608,464600,10944,0,107989013,93,28,27,0,5846443,397010944
MobileNet0.25-v1,"(299, 299, 3)",1603,1730.5,1.36309394495413,299,268203,464600,10944,0,139677077,93,28,27,0,7760307,511371480
MobileNet0.25-v1,"(320, 320, 3)",1603,1731,1.46545226605505,320,307200,464600,10944,0,167911445,93,28,27,0,9127211,620185600
MobileNet0.25-v1,"(331, 331, 3)",1603,1737,1.5592859266055,331,328683,464600,10944,0,171674005,93,28,27,0,9531507,630140888
MobileNet0.25-v1,"(448, 448, 3)",1679,1762,2.39182679816514,448,602112,464600,10944,0,327704597,93,28,27,0,17872939,1215318016
MobileNet0.25-v1,"(480, 480, 3)",1755,1771,2.58416390825688,480,691200,464600,10944,0,375975445,93,28,27,0,20514411,1395097600
MobileNet0.25-v1,"(568, 568, 3)",1984,1817,3.49383278899083,568,967872,464600,10944,0,513775061,93,28,27,0,28486619,1901179264
MobileNet0.25-v1,"(600, 600, 3)",2060,1819,3.62234239449541,600,1080000,464600,10944,0,573838293,93,28,27,0,31797531,2124471680
MobileNet0.25-v1,"(800, 800, 3)",2289,1909,5.97976297247706,800,1920000,464600,10944,0,1041780245,93,28,27,0,56940011,3874816000
MobileNet0.25-v1,"(896, 896, 3)",2442,1948,7.43544479816514,896,2408448,464600,10944,0,1306437653,93,28,27,0,71417003,4860504064
MobileNet0.25-v1,"(1024, 1024, 3)",2899,2033,9.40981866055046,1024,3145728,464600,10944,0,1705920533,93,28,27,0,93267883,6348335104
MobileNet0.25-v1,"(1200, 1200, 3)",3051,2147,12.8401821376147,1200,4320000,464600,10944,0,2334589589,93,28,27,0,127967883,8686890496
